Input_SMILES,Predicted_SMILES,Input_Groups,Predicted_Groups
O=C(O)Cc1cccc(C(=O)O)c1,O=C(O)c1ccc(C(O)O)cc1,c1ccccc1,c1ccccc1
NNC(=O)Nc1ccc(Cl)cc1,NS(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
NC1=NCC(CN2CCC(Cc3ccccc3)CC2)O1,COC=S(C(CC2)CC2)c4ccccc4,"NC,c1ccccc1","CCS,c1ccccc1"
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,Nc1nc(Cl)c(Cl)c(Cl)c1,"Nc,c1ccccc1",Nc
Cc1ccc(O)c(C)c1,Clc1ccc(Cl)c(C)c1,c1ccccc1,c1ccccc1
O=C(O)CN1CCCCC1,O=C(O)c1ccccc1,NC,c1ccccc1
COC(=O)c1ccccc1F,NS(=O)c1ccccc1,c1ccccc1,c1ccccc1
NNC(=O)c1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCNC(=O)Cn1cccc(O)c1=O,NC(=O)c1cncc(O)c1O,NC,NC
NC(Cc1ccc(O)cc1)C(=O)O,COc1ccc(N(O)cc1)C(=O)O,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
CCNC(=O)c1ccccc1,CCOC(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
NNC(=O)c1ccc(Br)cc1,NS(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
CN(C)C(=O)Oc1ccc(F)cc1,C(C)C(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Cc1cc(Cl)c(Cl)cc1Cl,Clc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
CNC(=O)Oc1ccc(SC)cc1,COC(=O)c1ccc(O)cc1,"NC,c1ccccc1",c1ccccc1
CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1,CNC(=O)C(C)C(=O)NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)C(=O)c1cccnc1,C(C)C(=O)c1ccccc1,NC,c1ccccc1
NC(=O)c1c(F)cccc1F,COC(=O)c1ccc(O)cccc1F,"NC,c1ccccc1","C=C,C=C(C=O)"
CCc1cc(C)ccc1C,Cc1ccc(C)cccc1C,c1ccccc1,C=C
COC(=O)Nc1ccc(Cl)cc1,NS(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
C(#Cc1ccccc1)c1ccccc1,C(CN)c1ccccc1,c1ccccc1,"NC,c1ccccc1"
CCOC(OCC)OCC,N(N)c1ccccc1,No group,"Nc,c1ccccc1"
COc1ccc(Cc2cnc(N)nc2N)c(OC)c1OC,COc1ccc(Cc2cnc(N)nc2N)c(Cl)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
O=C(O)c1ccccc1F,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
COc1c(O)cc(Cc2cnc(N)nc2N)cc1O,Nc1ccc(Cl)c(Cc2cnc(N)nc2N)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
NS(=O)(=O)c1ccc(cc1)C(=O)O,NS(=O)(=O)c1ccc(cc1)S(=O)O,c1ccccc1,c1ccccc1
CCCCCCCCCCCc1ccccc1O,CCCCCCCCCc1ccccc1,c1ccccc1,c1ccccc1
COc1cccc(NC(=O)OCCN2CCOCC2)c1,Clc1ccc(NC(=O)Nc2cccCCOCC2)cc1,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CN(C)C(=O)Nc1ccc(F)cc1,C(C)C(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N,Nc1nc(Cc2cnc(N)nc2N)cc(OC)c1OC,"Nc,c1ccccc1",Nc
CC(=O)N(C)CCOC(=O)c1ccccc1,CC(=O)N(C)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)\C=C\c1ccc(O)cc1,CC(=O)C=C\c1ccc(O)cc1,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
CCNC(=O)Nc1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CSc1ccc(C(=O)O)cc1,Nc1ccc(C(=O)O)cc1,c1ccccc1,"Nc,c1ccccc1"
COC(=O)c1ccccc1C,NS(=O)c1ccccc1,c1ccccc1,c1ccccc1
COc1ccc(Cc2cnc(N)nc2N)cc1O,COc1ccc(Cc2cnc(N)nc2N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
COC(=O)Cc1ccccc1,NS(=O)c1ccccc1,c1ccccc1,c1ccccc1
O=C(O)c1cccc(C(F)(F)F)c1,O=C(O)c1ccc(C(N)(F)F)cc1,c1ccccc1,"NC,c1ccccc1"
Fc1ccc(Br)cc1,Cc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
O=C(O)c1cccnc1,O=C(O)c1ccccc1,No group,c1ccccc1
C(OC1(CCN(CC1)C(c2ccccc2)c3ccccc3)c4ccccc4)c5ccccc5,C(C(C(CC1)C(c2ccccc2)c3ccccc3)c4ccccc4)CC1,"NC,c1ccccc1",c1ccccc1
CS(=O)(=O)Oc1ccc(cc1)S(=O)(=O)CC2CS2,NS(=O)(=O)c1ccc(cc1)S(=O)(=O)NN,"CCS,c1ccccc1",c1ccccc1
O=C(O)CCCN1C(=O)C=CC1=O,O=C(O)C(=O)C=Cc1ccccc1O,"NC,C=C,C=C(C=O)","C=C,C=C(C=O),c1ccccc1"
CNC(=O)Oc1cc(Cl)cc(Cl)c1,NS(=O)c1ccc(O)c(Cl)c1,"NC,c1ccccc1",c1ccccc1
CN(C)C(=S)Nc1ccccc1,C(C)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
COC(=O)Nc1ccccc1I,NS(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
Oc1c(I)cc(I)cc1I,Clc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
O=C(O)c1ccccc1O,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
O=C(O)Cc1ccc(F)cc1,O=C(O)Cc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
CNC(C)C(O)c1ccccc1,CN(C)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CNC(=O)Oc1ccc(Cl)c(C)c1,CNC(=O)c1ccc(NC)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
COc1cccc(Br)c1,Clc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
O=C(O)Cc1ccccc1,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
O=C(O)COc1ccccc1O,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
Cc1ccc(Cl)cc1C,Cc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
O=C(OCCOCCOCCO)c1ccccc1,O=C(O)c1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
COc1ccc(OCCN(C)C)cc1,COc1ccc(C(C)C)cc1,"NC,c1ccccc1",c1ccccc1
c1ccc(C2CC2)cc1,Clc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
CN(C)C(=O)c1ccccn1,C(C)C(=O)c1ccccc1,NC,c1ccccc1
CCOC(=O)c1cnc(NCc2ccc(F)cc2)n3nc(nc13)c4occc4,NS(=O)c1ccc(NC(cc2)cc2)c3ccc(nc13)c4occc4,"NC,c1ccccc1","NC,C=C,c1ccccc1"
Nc1cc(Cl)c(Cl)cc1Cl,Nc1ccc(Cl)c(Cl)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
Cc1ccc(O)c(CO)c1,Clc1ccc(Cl)c(O)c1,c1ccccc1,c1ccccc1
Nc1ccc(F)cc1F,Nc1ccc(Cl)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
NNC(=O)c1ccccc1Br,NS(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
COC(=O)c1ccc(Br)o1,NS(=O)c1cnc(Cl)cc1,No group,No group
Oc1ccc(Br)cc1Br,Clc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
CC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(N)=O,CC(=O)C(C(C)=O)C(O)NC(Cc1ccccc1)C(O)=O,"NC,c1ccccc1","NC,c1ccccc1"
NNC(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
COc1cc(cc(OC)c1OC)C(C)C#Cc2cnc(N)nc2N,COc1cc(Cc2cnc(N)c1OC)C(C)CN(N)nc2N,"Nc,c1ccccc1","NC,C=C"
O=C(O)c1cc(Cl)cc(Cl)c1,O=C(O)c1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
NC1CCc2ccccc2C1,NCc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Cc1cc(NC(N)=O)ccc1Br,COc1ccc(N(=N)=O)cc1,"NC,c1ccccc1","Nc,c1ccccc1"
CCOC(=O)c1cc(O)cc(O)c1,NS(=O)c1ccc(O)c(O)c1,c1ccccc1,c1ccccc1
NS(=O)(=O)c1nnc(NC(=O)Cc2ccc(Cl)cc2)s1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1c(F)cccc1F,Clc1ccc(Cl)cccc1F,c1ccccc1,C=C
CC(=O)Nc1ccc(Cl)cc1F,CC(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)CCCCCOc1cccc2ccccc12,O=C(O)c1ccccc1c1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
Clc1ccc(cc1Cl)C(CCN2CCOCC2)N3CCCC3,COc1ccc(cc1)C(CF)c3ccccc3,"NC,c1ccccc1",c1ccccc1
CNC(=O)COc1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
NC(=O)c1c(F)cccc1Br,NS(=O)c1ccc(F)cccc1F,"NC,c1ccccc1","C=C,CCS"
O=C(O)c1c(F)cccc1Cl,O=C(O)c1ccc(Cl)cccc1,c1ccccc1,"C=C,C=C(C=O)"
O=C(O)COc1ccc(F)cc1,O=C(O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
N#Cc1ccncc1,N#Cc1cccnc1,No group,No group
COc1ccc2CCNCCc2c1Cl,NCc1ccccc1c2ccccc2,"NC,c1ccccc1","NC,c1ccccc1"
N#CCc1ccsc1,N#Cc1cccnc1,No group,No group
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3cccc4ccccc34,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccccc3,c1ccccc1,c1ccccc1
NS(=O)(=O)c1cccc(Br)c1,NS(=O)(=O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
OCCCn1nc2ccccc2n1,CCCCCCCCCc1ccccc1,c1ccccc1,c1ccccc1
O=C1C=C(Oc2c1ccc3ccccc23)c4ccccc4,O=C(C(c2ccccc2)c2ccccc2)c3ccccc3,c1ccccc1,c1ccccc1
O=C(Nc1ccccc1)NC1CC1,O=C(O)c1ccccc1c1ccccc1,"NC,c1ccccc1",c1ccccc1
NC(Cc1ccccc1)C(=O)O,CN(C)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Cc1cc(O)cc(Br)c1O,Clc1ccc(Cl)c(O)c1,c1ccccc1,c1ccccc1
Clc1cccc(I)c1,Clc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
CCCC(O)CCC,N(O)c1ccccc1,No group,"Nc,c1ccccc1"
Cc1cccc2nc(N)nc(N)c12,Nc1cccnn(N)nc(N)n1,"Nc,c1ccccc1",Nc
CSc1ccc(CC(C)N)cc1,NCc1ccc(C(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NC(Cc1ccc(Cl)cc1)C(=O)O,COc1ccc(N(O)cc1)C(=O)O,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
CCCCCCCCCCCCCC,CCCCCCCCCc1ccccc1,No group,c1ccccc1
Oc1cc(F)ccc1F,Clc1ccc(Cl)cccc1,c1ccccc1,C=C
NS(=O)(=O)c1ccc(cc1)c2oc(nc2)C3CC3,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)S,c1ccccc1,c1ccccc1
O=C(OCCO)c1ccccc1,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
CNC(=O)Nc1cccc(OC)c1,NS(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
NC(=S)c1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
OCCCCCn1nnc2ccccc21,CCCCCCCCCc1ccccc1,c1ccccc1,c1ccccc1
NNC(=O)Nc1ccccc1O,NS(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
Nc1ccc(Br)cc1,Nc1ccc(Cl)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
CCOC(=O)c1cnc(NCc2ccc(Cl)cc2)n3nc(nc13)c4occc4,NS(=O)c1ccc(NC(cc2)cc2)c3ccc(nc13)c4occc4,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CSc1cccc(NC(C)=O)c1,CNCc1ccc(C(C)=O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)COc1cccc(C(F)(F)F)c1,O=C(O)c1ccc(C(F)(F)F)cc1,c1ccccc1,c1ccccc1
S=C(Nc1ccccc1)c1ccccc1,CC=C(c1ccccc1)c1ccccc1,"NC,c1ccccc1","C=C,c1ccccc1"
Clc1ccc(cc1)n2cc(COCCCN3CCN(CC3)c4ccccc4)cn2,Clc1ccc(cc1)N2CCN(CCCNc3ccc(CC3)c4ccccc4)CC2,"NC,c1ccccc1","NC,C=C,c1ccccc1"
NS(=O)(=O)c1nnc(NC(=O)Cc2ccc(F)cc2)s1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
C1Cc2ccccc2C1,Brc1ccccc1,c1ccccc1,c1ccccc1
ClCc1ccccc1,Brc1ccccc1,c1ccccc1,c1ccccc1
NC(=O)NCc1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1c(Cl)cc(Cl)cc1Cl,Clc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
CCN(CC)CC(=O)Nc1ccc(N)cc1,CC(CC)C(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)c1ccc(Br)cc1,O=C(O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
COc1ccc2C=CC(=O)Oc2c1,CC=CC(=O)c1ccccc1,c1ccccc1,"C=C,C=C(C=O),c1ccccc1"
CC(=O)Nc1ccc(Cl)c(Cl)c1,CC(=O)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1",c1ccccc1
CC(=O)Nc1ccc(Br)cc1C,CC(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCNC(=O)c1cccc(C)c1,CNC(=O)c1ccc(C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1nnc(NC(=O)c2occc2)s1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,NC,"NC,c1ccccc1"
CNC(C)C(OC)c1ccccc1,CN(C)C(=N)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,CC1(C=C(C)C)C(=O)NC(=O)NC1=O,"NC,C=C","NC,C=C"
O=C(O)c1ccccc1S,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
COc1ccc(N)cc1Cl,COc1ccc(C)cc1,"Nc,c1ccccc1",c1ccccc1
NC(=O)c1ccccc1Cl,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1cc(Cl)cc(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
O=C(O)COc1ccc(Cl)c(Br)c1,O=C(O)c1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
CC#CCOc1ccc(cc1)S(=O)(=O)N2CCN(CC2C(=O)NO)C(=O)c3cccs3,CC(=CCOc1ccc(cc1)S(=O)(=O)N(CC2CC2O)NO)S(=O)NO,"NC,c1ccccc1","NC,C=C,CCS,c1ccccc1"
COC(=O)Nc1ccccc1Br,CNC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
NC(=O)c1cccnc1,NC(=O)c1ccccc1,NC,"NC,c1ccccc1"
COC(=O)c1c(C)cccc1C,COC(=O)c1ccc(C)cccc1C,c1ccccc1,"C=C,C=C(C=O)"
CCNC(=O)c1cc(Br)cc(C)c1O,CNC(=O)c1ccc(C)c(C)c1,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)c1ccccc1O,NS(=O)c1ccccc1,c1ccccc1,c1ccccc1
COC(=O)c1ccc(C(=O)OC)cc1,COC(=O)c1ccc(C(=O)O)cc1,c1ccccc1,c1ccccc1
NNC(=O)c1ccccc1N,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)CCCCC(S)CCS,O=C(O)C(O)c1ccccc1,CCS,c1ccccc1
CNC(=O)Oc1ccccc1C,CNC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)c1ccc(O)cc1,NS(=O)c1ccc(O)cc1,c1ccccc1,c1ccccc1
OP(=O)(O)c1ccccc1,NS(=O)(O)c1ccccc1,c1ccccc1,c1ccccc1
Oc1ccc(Br)cc1,Clc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
O=C(O)COc1cc(F)cc(Cl)c1,O=C(O)c1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
O=C(O)c1ccccn1,O=C(O)c1ccccc1,No group,c1ccccc1
COC(=O)c1ccc(N)cc1,NS(=O)c1ccc(N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
O=C(O)CCCCCc1ccccc1,O=C(O)c1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,Clc1ccc(Cl)c(c2ccccc2)c1,c1ccccc1,c1ccccc1
NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)O,NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)S(=O)O,c1ccccc1,c1ccccc1
NS(=O)(=O)Oc1ccc(NC(=O)Nc2c(Cl)cc(Cl)cc2Cl)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)C(=O)Nc1ccccc1,C(C)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCN(CC)C(=O)c1ccccc1,CC(CC)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCOC(=O)C(O)c1ccccc1,CC(=O)C(F)c1ccccc1,c1ccccc1,c1ccccc1
COc1ccc(Cc2cnc(N)nc2N)cc1Br,COc1ccc(Cc2cnc(N)nc2N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
NC(=O)CCCCn1nc2ccccc2n1,NC(=O)c1ccccc1c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(NO)Nc1ccccc1,O=C(O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CN(C)C(=O)OCc1ccc(OC(=O)N(C)C)cc1,C(C)C(=O)Nc1ccc(C(O)N(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCN(CC)C(=O)OCc1ccccc1,CC(CC)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
NC(=O)c1ccccc1F,CCOC(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
Cc1cc(NC(N)=O)ccc1F,COc1ccc(C(C)=O)cc1,"NC,c1ccccc1",c1ccccc1
NC(=O)OCCc1ccccc1,NS(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,COc1ccc(C)c(Cc2cnc(N)nc2N)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
NC(=O)Cc1ccccc1,CNC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCc1cccc(C)c1C,Cc1ccc(C)cccc1C,c1ccccc1,C=C
CNC(=O)Oc1cc(C)c(Cl)cc1C,CNC(=O)c1ccc(C)c(C)c1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)C1CCc2ccccc2O1,O=C(O)c1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
NC(=O)c1c(F)cccc1Cl,CNC(=O)c1ccc(F)cccc1,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
NC(=O)c1cccnc1,CCOC(=O)c1ccccc1,NC,c1ccccc1
COc1nc(-c2ccccc2)c2ccccc2n1,NSc1ccc(c2ccccc2)cccc1,c1ccccc1,"C=C,CCS,c1ccccc1"
NNC(=O)Nc1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)C(=O)OCc1ccccc1,C(C)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
Cc1ccc(N)cc1N,COc1ccc(C)cc1,"Nc,c1ccccc1",c1ccccc1
O=C(CCl)Nc1ccccc1,O=C(O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCN(CC)CCC(=O)Nc1c(C)cccc1C,CC(CC)C(=O)Nc1ccc(C)cccc1C,"NC,c1ccccc1","NC,C=C"
Cn1c(N)nc2cc(Cl)c(Cl)cc21,COc1ccc(N)nc(N)c(Cl)n1,"Nc,c1ccccc1","NC,C=C"
Cc1cncc(N)n1,Nc1ncnc(N)c1,Nc,Nc
NCCCc1ccccn1,NCc1ccccc1,NC,"NC,c1ccccc1"
CN(C)C(=O)COc1ccccc1,C(C)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCN(CC)CC(O)c1ccccc1,CC(CC)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CNC(=O)Oc1ccccc1F,COC(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCN(CC)CCC(=O)Nc1ccc(N)cc1,CC(CC)C(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
NC(=O)c1ccc(N)cc1,CNC(=O)c1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)C(=O)NC1CCCCCCC1,CN(C)C(=O)c1ccccc1,NC,"NC,c1ccccc1"
OC1(N2CCN=C2c3ccccc13)c4ccccc4,Clc1ccc(CC1(CC))c3ccccc3,"NC,c1ccccc1","C=C,c1ccccc1"
CCCC(NC(C)=O)C(=O)OC,CN(C(C)O)C(=O)c1ccccc1,NC,"NC,c1ccccc1"
CN(C)C(=O)Oc1ccccc1,C(C)C(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CCC(N)C(=O)Nc1c(C)cccc1C,CN(C)C(O)Nc1ccc(C)cccc1C,"NC,c1ccccc1","NC,C=C"
O=C1OC(O)c2ccccc21,O=S(=O)c1ccccc1,c1ccccc1,c1ccccc1
CN(Cc1ccc(Cl)cc1)N=O,COc1ccc(C(Cl)cc1)N=O,"NC,c1ccccc1","NC,C=C"
CCCCCCCCCCCCO,CCCCCCCCCc1ccccc1,No group,c1ccccc1
O=C(O)c1ccc(CO)cc1,O=C(O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
CS(=O)(=O)c1cccc(-c2nc(N)nc(N)n2)c1,NS(=O)(=O)c1ccc(c2cccn3nc(C)nc(N)c3c2C)cc1,"Nc,c1ccccc1","NC,C=C,c1ccccc1"
CC(=O)Nc1cccc(I)c1,CC(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)c1ccccc1I,NS(=O)c1ccccc1,c1ccccc1,c1ccccc1
N#Cc1cncnc1,N#Cc1cccnc1,No group,No group
O=C(O)Cc1ccc(Cl)cc1,O=C(O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
COc1ccc(cc1)S(=O)(=O)NCCCN2CCN(CC2)c3ccc(F)cc3,COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(cc3)cc3,"NC,c1ccccc1","NC,C=C,c1ccccc1"
O=C(O)Cc1ccccc1O,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
O=C(O)COc1ccccc1F,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
CCNC(=O)c1ccc(OC)cc1,CNC(=O)c1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCNC(=O)c1cc(Cl)cc(C)c1O,CNC(=O)c1ccc(C)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
O=N(=O)c1ccc(cc1)N(=O)=O,O=S(O)c1ccc(cc1)S(O)O,"Nc,c1ccccc1",c1ccccc1
COC(=O)c1ccccc1Cl,NS(=O)c1ccccc1,c1ccccc1,c1ccccc1
NC(=O)Nc1ccc(Oc2ccc(Br)cc2)cc1,COC(=O)c1ccc(C(cc2)cc2)cc1,"NC,c1ccccc1","C=C,c1ccccc1"
NCCNC(=O)c1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Cl,COc1ccc(Cc2cnc(N)nc2N)c(OC)c1OC,"Nc,c1ccccc1","Nc,c1ccccc1"
CCc1ccc(C)cc1C,Cc1ccc(C)cc1,c1ccccc1,c1ccccc1
O=C(O)CSCc1ccccc1,O=C(O)c1ccccc1c1ccccc1,"CCS,c1ccccc1",c1ccccc1
O=S1(=O)Nc2ccccc2N1,O=S(=O)c1ccccc1,"Nc,c1ccccc1",c1ccccc1
CCCC(=O)c1ccccc1,CC(=O)c1ccccc1,c1ccccc1,c1ccccc1
N#Cc1cnccn1,N#Cc1cccnc1,No group,No group
OC1(CCN(CC1)C(c2ccccc2)c3ccccc3)C4CCCCC4,N(CC1(CC1)C(c2ccccc2)c3ccccc3)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
Cc1cc(Br)cc(C(=O)NC(C)C)c1O,Cc1cc(O)cc(C(O)N(C)C)c1,"NC,c1ccccc1","NC,c1ccccc1"
Clc1ccc2\C(=C\c3ccncc3)\CCc2c1,CCCC(=C/c3cccnc3)c3ccccc3,"C=C,c1ccccc1","C=C,c1ccccc1"
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,ONCNC=CC(=O)c3ccc(cc3)S(O)O,"NC,c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
COP(=S)(OC)Oc1ccc(SC)cc1,CS(=S)(OCC)Oc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
NC(Cc1ccccc1)Cc1ccccc1,N(Cc1ccccc1)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)Nc1cccc(Br)c1,NS(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
COc1ccc(CO)cc1,Cc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
OC1(CCN(CC1)C(Cc2ccccc2)c3ccccc3)c4ccccc4,N(CC1(CC1)C(c2ccccc2)c3ccccc3)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
CCN1CCCCC1,NCc1ccccc1,NC,"NC,c1ccccc1"
CCOc1ccc(N)cc1,Cc1ccc(Cl)cc1,"Nc,c1ccccc1",c1ccccc1
CNC(=O)Oc1ccccc1C#N,NC(=O)c1ccccc1N,"NC,c1ccccc1","NC,c1ccccc1"
